element,source_recipe_dir,source_filename,kind,library_family,library_name,cfour_name,label_suffix,cfour_label,status,note,cfour_file
La,recipes/La/ccECP,La.cc-pVQZ.gamess,basis,ccECP,cc-pVQZ,cc-pVQZ-ccECP,-ccECP,La:cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVQZ -> cc-pVQZ-ccECP,by_element/La/La.cc-pVQZ.cfour
La,recipes/La/ccECP,La.cc-pVTZ.gamess,basis,ccECP,cc-pVTZ,cc-pVTZ-ccECP,-ccECP,La:cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVTZ -> cc-pVTZ-ccECP,by_element/La/La.cc-pVTZ.cfour
Li,recipes/Li/ccECP,Li.aug-cc-pV5Z.gamess,basis,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-ccECP,-ccECP,Li:aug-cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pV5Z -> aug-cc-pV5Z-ccECP,by_element/Li/Li.aug-cc-pV5Z.cfour
Li,recipes/Li/ccECP,Li.aug-cc-pVDZ.gamess,basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-ccECP,-ccECP,Li:aug-cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVDZ -> aug-cc-pVDZ-ccECP,by_element/Li/Li.aug-cc-pVDZ.cfour
Li,recipes/Li/ccECP,Li.aug-cc-pVQZ.gamess,basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-ccECP,-ccECP,Li:aug-cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVQZ -> aug-cc-pVQZ-ccECP,by_element/Li/Li.aug-cc-pVQZ.cfour
Li,recipes/Li/ccECP,Li.aug-cc-pVTZ.gamess,basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-ccECP,-ccECP,Li:aug-cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVTZ -> aug-cc-pVTZ-ccECP,by_element/Li/Li.aug-cc-pVTZ.cfour
Li,recipes/Li/ccECP,Li.cc-pV5Z.gamess,basis,ccECP,cc-pV5Z,cc-pV5Z-ccECP,-ccECP,Li:cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pV5Z -> cc-pV5Z-ccECP,by_element/Li/Li.cc-pV5Z.cfour
Li,recipes/Li/ccECP,Li.cc-pVDZ.gamess,basis,ccECP,cc-pVDZ,cc-pVDZ-ccECP,-ccECP,Li:cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVDZ -> cc-pVDZ-ccECP,by_element/Li/Li.cc-pVDZ.cfour
Li,recipes/Li/ccECP,Li.cc-pVQZ.gamess,basis,ccECP,cc-pVQZ,cc-pVQZ-ccECP,-ccECP,Li:cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVQZ -> cc-pVQZ-ccECP,by_element/Li/Li.cc-pVQZ.cfour
Li,recipes/Li/ccECP,Li.cc-pVTZ.gamess,basis,ccECP,cc-pVTZ,cc-pVTZ-ccECP,-ccECP,Li:cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVTZ -> cc-pVTZ-ccECP,by_element/Li/Li.cc-pVTZ.cfour
Mg,recipes/Mg/ccECP,Mg.aug-cc-pV5Z.gamess,basis,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-ccECP,-ccECP,Mg:aug-cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pV5Z -> aug-cc-pV5Z-ccECP,by_element/Mg/Mg.aug-cc-pV5Z.cfour
Mg,recipes/Mg/ccECP,Mg.aug-cc-pV6Z.gamess,basis,ccECP,aug-cc-pV6Z,aug-cc-pV6Z-ccECP,-ccECP,Mg:aug-cc-pV6Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pV6Z -> aug-cc-pV6Z-ccECP,by_element/Mg/Mg.aug-cc-pV6Z.cfour
Mg,recipes/Mg/ccECP,Mg.aug-cc-pVDZ.gamess,basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-ccECP,-ccECP,Mg:aug-cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVDZ -> aug-cc-pVDZ-ccECP,by_element/Mg/Mg.aug-cc-pVDZ.cfour
Mg,recipes/Mg/ccECP,Mg.aug-cc-pVQZ.gamess,basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-ccECP,-ccECP,Mg:aug-cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVQZ -> aug-cc-pVQZ-ccECP,by_element/Mg/Mg.aug-cc-pVQZ.cfour
Mg,recipes/Mg/ccECP,Mg.aug-cc-pVTZ.gamess,basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-ccECP,-ccECP,Mg:aug-cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVTZ -> aug-cc-pVTZ-ccECP,by_element/Mg/Mg.aug-cc-pVTZ.cfour
Mg,recipes/Mg/ccECP,Mg.cc-pV5Z.gamess,basis,ccECP,cc-pV5Z,cc-pV5Z-ccECP,-ccECP,Mg:cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pV5Z -> cc-pV5Z-ccECP,by_element/Mg/Mg.cc-pV5Z.cfour
Mg,recipes/Mg/ccECP,Mg.cc-pV6Z.gamess,basis,ccECP,cc-pV6Z,cc-pV6Z-ccECP,-ccECP,Mg:cc-pV6Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pV6Z -> cc-pV6Z-ccECP,by_element/Mg/Mg.cc-pV6Z.cfour
Mg,recipes/Mg/ccECP,Mg.cc-pVDZ.gamess,basis,ccECP,cc-pVDZ,cc-pVDZ-ccECP,-ccECP,Mg:cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVDZ -> cc-pVDZ-ccECP,by_element/Mg/Mg.cc-pVDZ.cfour
Mg,recipes/Mg/ccECP,Mg.cc-pVQZ.gamess,basis,ccECP,cc-pVQZ,cc-pVQZ-ccECP,-ccECP,Mg:cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVQZ -> cc-pVQZ-ccECP,by_element/Mg/Mg.cc-pVQZ.cfour
Mg,recipes/Mg/ccECP,Mg.cc-pVTZ.gamess,basis,ccECP,cc-pVTZ,cc-pVTZ-ccECP,-ccECP,Mg:cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVTZ -> cc-pVTZ-ccECP,by_element/Mg/Mg.cc-pVTZ.cfour
Mn,recipes/Mn/ccECP,Mn.aug-cc-pCV5Z.gamess,basis,ccECP,aug-cc-pCV5Z,aug-cc-pCV5Z-ccECP,-ccECP,Mn:aug-cc-pCV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pCV5Z -> aug-cc-pCV5Z-ccECP,by_element/Mn/Mn.aug-cc-pCV5Z.cfour
Mn,recipes/Mn/ccECP,Mn.aug-cc-pCVDZ.gamess,basis,ccECP,aug-cc-pCVDZ,aug-cc-pCVDZ-ccECP,-ccECP,Mn:aug-cc-pCVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pCVDZ -> aug-cc-pCVDZ-ccECP,by_element/Mn/Mn.aug-cc-pCVDZ.cfour
Mn,recipes/Mn/ccECP,Mn.aug-cc-pCVQZ.gamess,basis,ccECP,aug-cc-pCVQZ,aug-cc-pCVQZ-ccECP,-ccECP,Mn:aug-cc-pCVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pCVQZ -> aug-cc-pCVQZ-ccECP,by_element/Mn/Mn.aug-cc-pCVQZ.cfour
Mn,recipes/Mn/ccECP,Mn.aug-cc-pCVTZ.gamess,basis,ccECP,aug-cc-pCVTZ,aug-cc-pCVTZ-ccECP,-ccECP,Mn:aug-cc-pCVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pCVTZ -> aug-cc-pCVTZ-ccECP,by_element/Mn/Mn.aug-cc-pCVTZ.cfour
Mn,recipes/Mn/ccECP,Mn.aug-cc-pV5Z.gamess,basis,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-ccECP,-ccECP,Mn:aug-cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pV5Z -> aug-cc-pV5Z-ccECP,by_element/Mn/Mn.aug-cc-pV5Z.cfour
Mn,recipes/Mn/ccECP,Mn.aug-cc-pVDZ.gamess,basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-ccECP,-ccECP,Mn:aug-cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVDZ -> aug-cc-pVDZ-ccECP,by_element/Mn/Mn.aug-cc-pVDZ.cfour
Mn,recipes/Mn/ccECP,Mn.aug-cc-pVQZ.gamess,basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-ccECP,-ccECP,Mn:aug-cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVQZ -> aug-cc-pVQZ-ccECP,by_element/Mn/Mn.aug-cc-pVQZ.cfour
Mn,recipes/Mn/ccECP,Mn.aug-cc-pVTZ.gamess,basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-ccECP,-ccECP,Mn:aug-cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVTZ -> aug-cc-pVTZ-ccECP,by_element/Mn/Mn.aug-cc-pVTZ.cfour
Mn,recipes/Mn/ccECP,Mn.cc-pCV5Z.gamess,basis,ccECP,cc-pCV5Z,cc-pCV5Z-ccECP,-ccECP,Mn:cc-pCV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pCV5Z -> cc-pCV5Z-ccECP,by_element/Mn/Mn.cc-pCV5Z.cfour
Mn,recipes/Mn/ccECP,Mn.cc-pCVDZ.gamess,basis,ccECP,cc-pCVDZ,cc-pCVDZ-ccECP,-ccECP,Mn:cc-pCVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pCVDZ -> cc-pCVDZ-ccECP,by_element/Mn/Mn.cc-pCVDZ.cfour
Mn,recipes/Mn/ccECP,Mn.cc-pCVQZ.gamess,basis,ccECP,cc-pCVQZ,cc-pCVQZ-ccECP,-ccECP,Mn:cc-pCVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pCVQZ -> cc-pCVQZ-ccECP,by_element/Mn/Mn.cc-pCVQZ.cfour
Mn,recipes/Mn/ccECP,Mn.cc-pCVTZ.gamess,basis,ccECP,cc-pCVTZ,cc-pCVTZ-ccECP,-ccECP,Mn:cc-pCVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pCVTZ -> cc-pCVTZ-ccECP,by_element/Mn/Mn.cc-pCVTZ.cfour
Mn,recipes/Mn/ccECP,Mn.cc-pV5Z.gamess,basis,ccECP,cc-pV5Z,cc-pV5Z-ccECP,-ccECP,Mn:cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pV5Z -> cc-pV5Z-ccECP,by_element/Mn/Mn.cc-pV5Z.cfour
Mn,recipes/Mn/ccECP,Mn.cc-pVDZ.gamess,basis,ccECP,cc-pVDZ,cc-pVDZ-ccECP,-ccECP,Mn:cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVDZ -> cc-pVDZ-ccECP,by_element/Mn/Mn.cc-pVDZ.cfour
Mn,recipes/Mn/ccECP,Mn.cc-pVQZ.gamess,basis,ccECP,cc-pVQZ,cc-pVQZ-ccECP,-ccECP,Mn:cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVQZ -> cc-pVQZ-ccECP,by_element/Mn/Mn.cc-pVQZ.cfour
Mn,recipes/Mn/ccECP,Mn.cc-pVTZ.gamess,basis,ccECP,cc-pVTZ,cc-pVTZ-ccECP,-ccECP,Mn:cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVTZ -> cc-pVTZ-ccECP,by_element/Mn/Mn.cc-pVTZ.cfour
Mo,recipes/Mo/ccECP,Mo.aug-cc-pCV5Z.gamess,basis,ccECP,aug-cc-pCV5Z,aug-cc-pCV5Z-ccECP,-ccECP,Mo:aug-cc-pCV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pCV5Z -> aug-cc-pCV5Z-ccECP,by_element/Mo/Mo.aug-cc-pCV5Z.cfour
Mo,recipes/Mo/ccECP,Mo.aug-cc-pCVDZ.gamess,basis,ccECP,aug-cc-pCVDZ,aug-cc-pCVDZ-ccECP,-ccECP,Mo:aug-cc-pCVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pCVDZ -> aug-cc-pCVDZ-ccECP,by_element/Mo/Mo.aug-cc-pCVDZ.cfour
Mo,recipes/Mo/ccECP,Mo.aug-cc-pCVQZ.gamess,basis,ccECP,aug-cc-pCVQZ,aug-cc-pCVQZ-ccECP,-ccECP,Mo:aug-cc-pCVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pCVQZ -> aug-cc-pCVQZ-ccECP,by_element/Mo/Mo.aug-cc-pCVQZ.cfour
Mo,recipes/Mo/ccECP,Mo.aug-cc-pCVTZ.gamess,basis,ccECP,aug-cc-pCVTZ,aug-cc-pCVTZ-ccECP,-ccECP,Mo:aug-cc-pCVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pCVTZ -> aug-cc-pCVTZ-ccECP,by_element/Mo/Mo.aug-cc-pCVTZ.cfour
Mo,recipes/Mo/ccECP,Mo.aug-cc-pV5Z.gamess,basis,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-ccECP,-ccECP,Mo:aug-cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pV5Z -> aug-cc-pV5Z-ccECP,by_element/Mo/Mo.aug-cc-pV5Z.cfour
Mo,recipes/Mo/ccECP,Mo.aug-cc-pVDZ.gamess,basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-ccECP,-ccECP,Mo:aug-cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVDZ -> aug-cc-pVDZ-ccECP,by_element/Mo/Mo.aug-cc-pVDZ.cfour
Mo,recipes/Mo/ccECP,Mo.aug-cc-pVQZ.gamess,basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-ccECP,-ccECP,Mo:aug-cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVQZ -> aug-cc-pVQZ-ccECP,by_element/Mo/Mo.aug-cc-pVQZ.cfour
Mo,recipes/Mo/ccECP,Mo.aug-cc-pVTZ.gamess,basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-ccECP,-ccECP,Mo:aug-cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVTZ -> aug-cc-pVTZ-ccECP,by_element/Mo/Mo.aug-cc-pVTZ.cfour
Mo,recipes/Mo/ccECP,Mo.cc-pCV5Z.gamess,basis,ccECP,cc-pCV5Z,cc-pCV5Z-ccECP,-ccECP,Mo:cc-pCV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pCV5Z -> cc-pCV5Z-ccECP,by_element/Mo/Mo.cc-pCV5Z.cfour
Mo,recipes/Mo/ccECP,Mo.cc-pCVDZ.gamess,basis,ccECP,cc-pCVDZ,cc-pCVDZ-ccECP,-ccECP,Mo:cc-pCVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pCVDZ -> cc-pCVDZ-ccECP,by_element/Mo/Mo.cc-pCVDZ.cfour
Mo,recipes/Mo/ccECP,Mo.cc-pCVQZ.gamess,basis,ccECP,cc-pCVQZ,cc-pCVQZ-ccECP,-ccECP,Mo:cc-pCVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pCVQZ -> cc-pCVQZ-ccECP,by_element/Mo/Mo.cc-pCVQZ.cfour
Mo,recipes/Mo/ccECP,Mo.cc-pCVTZ.gamess,basis,ccECP,cc-pCVTZ,cc-pCVTZ-ccECP,-ccECP,Mo:cc-pCVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pCVTZ -> cc-pCVTZ-ccECP,by_element/Mo/Mo.cc-pCVTZ.cfour
Mo,recipes/Mo/ccECP,Mo.cc-pV5Z.gamess,basis,ccECP,cc-pV5Z,cc-pV5Z-ccECP,-ccECP,Mo:cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pV5Z -> cc-pV5Z-ccECP,by_element/Mo/Mo.cc-pV5Z.cfour
Mo,recipes/Mo/ccECP,Mo.cc-pVDZ.gamess,basis,ccECP,cc-pVDZ,cc-pVDZ-ccECP,-ccECP,Mo:cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVDZ -> cc-pVDZ-ccECP,by_element/Mo/Mo.cc-pVDZ.cfour
Mo,recipes/Mo/ccECP,Mo.cc-pVQZ.gamess,basis,ccECP,cc-pVQZ,cc-pVQZ-ccECP,-ccECP,Mo:cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVQZ -> cc-pVQZ-ccECP,by_element/Mo/Mo.cc-pVQZ.cfour
Mo,recipes/Mo/ccECP,Mo.cc-pVTZ.gamess,basis,ccECP,cc-pVTZ,cc-pVTZ-ccECP,-ccECP,Mo:cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVTZ -> cc-pVTZ-ccECP,by_element/Mo/Mo.cc-pVTZ.cfour
N,recipes/N/ccECP,N.aug-cc-pV5Z.gamess,basis,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-ccECP,-ccECP,N:aug-cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pV5Z -> aug-cc-pV5Z-ccECP,by_element/N/N.aug-cc-pV5Z.cfour
N,recipes/N/ccECP,N.aug-cc-pV6Z.gamess,basis,ccECP,aug-cc-pV6Z,aug-cc-pV6Z-ccECP,-ccECP,N:aug-cc-pV6Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pV6Z -> aug-cc-pV6Z-ccECP,by_element/N/N.aug-cc-pV6Z.cfour
N,recipes/N/ccECP,N.aug-cc-pVDZ.gamess,basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-ccECP,-ccECP,N:aug-cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVDZ -> aug-cc-pVDZ-ccECP,by_element/N/N.aug-cc-pVDZ.cfour
N,recipes/N/ccECP,N.aug-cc-pVQZ.gamess,basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-ccECP,-ccECP,N:aug-cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVQZ -> aug-cc-pVQZ-ccECP,by_element/N/N.aug-cc-pVQZ.cfour
N,recipes/N/ccECP,N.aug-cc-pVTZ.gamess,basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-ccECP,-ccECP,N:aug-cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVTZ -> aug-cc-pVTZ-ccECP,by_element/N/N.aug-cc-pVTZ.cfour
N,recipes/N/ccECP,N.cc-pV5Z.gamess,basis,ccECP,cc-pV5Z,cc-pV5Z-ccECP,-ccECP,N:cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pV5Z -> cc-pV5Z-ccECP,by_element/N/N.cc-pV5Z.cfour
N,recipes/N/ccECP,N.cc-pV6Z.gamess,basis,ccECP,cc-pV6Z,cc-pV6Z-ccECP,-ccECP,N:cc-pV6Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pV6Z -> cc-pV6Z-ccECP,by_element/N/N.cc-pV6Z.cfour
N,recipes/N/ccECP,N.cc-pVDZ.gamess,basis,ccECP,cc-pVDZ,cc-pVDZ-ccECP,-ccECP,N:cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVDZ -> cc-pVDZ-ccECP,by_element/N/N.cc-pVDZ.cfour
N,recipes/N/ccECP,N.cc-pVQZ.gamess,basis,ccECP,cc-pVQZ,cc-pVQZ-ccECP,-ccECP,N:cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVQZ -> cc-pVQZ-ccECP,by_element/N/N.cc-pVQZ.cfour
N,recipes/N/ccECP,N.cc-pVTZ.gamess,basis,ccECP,cc-pVTZ,cc-pVTZ-ccECP,-ccECP,N:cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVTZ -> cc-pVTZ-ccECP,by_element/N/N.cc-pVTZ.cfour
Na,recipes/Na/ccECP,Na.aug-cc-pV5Z.gamess,basis,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-ccECP,-ccECP,Na:aug-cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pV5Z -> aug-cc-pV5Z-ccECP,by_element/Na/Na.aug-cc-pV5Z.cfour
Na,recipes/Na/ccECP,Na.aug-cc-pVDZ.gamess,basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-ccECP,-ccECP,Na:aug-cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVDZ -> aug-cc-pVDZ-ccECP,by_element/Na/Na.aug-cc-pVDZ.cfour
Na,recipes/Na/ccECP,Na.aug-cc-pVQZ.gamess,basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-ccECP,-ccECP,Na:aug-cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVQZ -> aug-cc-pVQZ-ccECP,by_element/Na/Na.aug-cc-pVQZ.cfour
Na,recipes/Na/ccECP,Na.aug-cc-pVTZ.gamess,basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-ccECP,-ccECP,Na:aug-cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVTZ -> aug-cc-pVTZ-ccECP,by_element/Na/Na.aug-cc-pVTZ.cfour
Na,recipes/Na/ccECP,Na.cc-pV5Z.gamess,basis,ccECP,cc-pV5Z,cc-pV5Z-ccECP,-ccECP,Na:cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pV5Z -> cc-pV5Z-ccECP,by_element/Na/Na.cc-pV5Z.cfour
Na,recipes/Na/ccECP,Na.cc-pVDZ.gamess,basis,ccECP,cc-pVDZ,cc-pVDZ-ccECP,-ccECP,Na:cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVDZ -> cc-pVDZ-ccECP,by_element/Na/Na.cc-pVDZ.cfour
Na,recipes/Na/ccECP,Na.cc-pVQZ.gamess,basis,ccECP,cc-pVQZ,cc-pVQZ-ccECP,-ccECP,Na:cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVQZ -> cc-pVQZ-ccECP,by_element/Na/Na.cc-pVQZ.cfour
Na,recipes/Na/ccECP,Na.cc-pVTZ.gamess,basis,ccECP,cc-pVTZ,cc-pVTZ-ccECP,-ccECP,Na:cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVTZ -> cc-pVTZ-ccECP,by_element/Na/Na.cc-pVTZ.cfour
Nb,recipes/Nb/ccECP,Nb.aug-cc-pCV5Z.gamess,basis,ccECP,aug-cc-pCV5Z,aug-cc-pCV5Z-ccECP,-ccECP,Nb:aug-cc-pCV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pCV5Z -> aug-cc-pCV5Z-ccECP,by_element/Nb/Nb.aug-cc-pCV5Z.cfour
Nb,recipes/Nb/ccECP,Nb.aug-cc-pCVDZ.gamess,basis,ccECP,aug-cc-pCVDZ,aug-cc-pCVDZ-ccECP,-ccECP,Nb:aug-cc-pCVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pCVDZ -> aug-cc-pCVDZ-ccECP,by_element/Nb/Nb.aug-cc-pCVDZ.cfour
Nb,recipes/Nb/ccECP,Nb.aug-cc-pCVQZ.gamess,basis,ccECP,aug-cc-pCVQZ,aug-cc-pCVQZ-ccECP,-ccECP,Nb:aug-cc-pCVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pCVQZ -> aug-cc-pCVQZ-ccECP,by_element/Nb/Nb.aug-cc-pCVQZ.cfour
Nb,recipes/Nb/ccECP,Nb.aug-cc-pCVTZ.gamess,basis,ccECP,aug-cc-pCVTZ,aug-cc-pCVTZ-ccECP,-ccECP,Nb:aug-cc-pCVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pCVTZ -> aug-cc-pCVTZ-ccECP,by_element/Nb/Nb.aug-cc-pCVTZ.cfour
Nb,recipes/Nb/ccECP,Nb.aug-cc-pV5Z.gamess,basis,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-ccECP,-ccECP,Nb:aug-cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pV5Z -> aug-cc-pV5Z-ccECP,by_element/Nb/Nb.aug-cc-pV5Z.cfour
Nb,recipes/Nb/ccECP,Nb.aug-cc-pVDZ.gamess,basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-ccECP,-ccECP,Nb:aug-cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVDZ -> aug-cc-pVDZ-ccECP,by_element/Nb/Nb.aug-cc-pVDZ.cfour
